年月日,列車番号,停車駅名,フェンダー部分(東京方向),台車部分,フェンダー部分(金沢方向),合計
2016-03-29,570E,富山,0.0,0.0,0.0,0.0
2016-03-29,9536E,富山,0.0,0.0,0.0,0.0
2016-03-29,562E,糸魚川,0.0,0.0,0.0,0.0
2016-03-29,574E,富山,0.0,0.0,0.0,0.0
2016-03-29,3516E,富山,0.0,0.0,0.0,0.0
2016-03-29,8530E,富山,0.0,0.0,0.0,0.0
2016-03-29,574E,糸魚川,0.0,0.0,0.0,0.0
2016-03-29,590E,富山,0.0,0.0,0.0,0.0
2016-03-29,562E,富山,0.0,0.0,0.0,0.0
2016-03-29,576E,富山,0.0,0.0,0.0,0.0
2016-03-29,558E,糸魚川,0.0,0.0,0.0,0.0
2016-03-29,3502E,富山,0.0,0.0,0.0,0.0
2016-03-29,590E,糸魚川,0.0,0.0,0.0,0.0
2016-03-29,3500E,富山,0.0,0.0,0.0,0.0
2016-03-29,552E,富山,0.0,0.0,0.0,0.0
2016-03-30,570E,富山,0.0,0.0,0.0,0.0
2016-03-30,578E,富山,0.0,0.0,0.0,0.0
2016-03-30,572E,富山,0.0,0.0,0.0,0.0
2016-03-30,9536E,富山,0.0,0.0,0.0,0.0
2016-03-30,3514E,富山,0.0,0.0,0.0,0.0
2016-03-30,3500E,富山,0.0,0.0,0.0,0.0
2016-03-30,552E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,566E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,560E,富山,0.0,0.0,0.0,0.0
2016-03-30,562E,富山,0.0,0.0,0.0,0.0
2016-03-30,558E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,3504E,富山,0.0,0.0,0.0,0.0
2016-03-30,566E,富山,0.0,0.0,0.0,0.0
2016-03-30,574E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,570E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,556E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,3516E,富山,0.0,0.0,0.0,0.0
2016-03-30,3512E,富山,0.0,0.0,0.0,0.0
2016-03-30,554E,富山,0.0,0.0,0.0,0.0
2016-03-30,574E,富山,0.0,0.0,0.0,0.0
2016-03-30,560E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,3518E,富山,0.0,0.0,0.0,0.0
2016-03-30,3502E,富山,0.0,0.0,0.0,0.0
2016-03-30,564E,富山,0.0,0.0,0.0,0.0
2016-03-30,590E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,8528E,富山,0.0,0.0,0.0,0.0
2016-03-30,590E,富山,0.0,0.0,0.0,0.0
2016-03-30,578E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,8530E,富山,0.0,0.0,0.0,0.0
2016-03-30,572E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,562E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,3506E,富山,0.0,0.0,0.0,0.0
2016-03-30,3508E,富山,0.0,0.0,0.0,0.0
2016-03-30,8532E,富山,0.0,0.0,0.0,0.0
2016-03-30,576E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,554E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,564E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,3510E,富山,0.0,0.0,0.0,0.0
2016-03-30,556E,富山,0.0,0.0,0.0,0.0
2016-03-30,558E,富山,0.0,0.0,0.0,0.0
2016-03-30,568E,糸魚川,0.0,0.0,0.0,0.0
2016-03-30,552E,富山,0.0,0.0,0.0,0.0
2016-03-30,576E,富山,0.0,0.0,0.0,0.0
2016-03-30,568E,富山,0.0,0.0,0.0,0.0
2016-03-31,578E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,552E,富山,0.0,0.0,0.0,0.0
2016-03-31,570E,富山,0.0,0.0,0.0,0.0
2016-03-31,568E,富山,0.0,0.0,0.0,0.0
2016-03-31,566E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,3518E,富山,0.0,0.0,0.0,0.0
2016-03-31,570E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,574E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,578E,富山,0.0,0.0,0.0,0.0
2016-03-31,3500E,富山,0.0,0.0,0.0,0.0
2016-03-31,556E,富山,0.0,0.0,0.0,0.0
2016-03-31,576E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,3516E,富山,0.0,0.0,0.0,0.0
2016-03-31,568E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,564E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,560E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,3502E,富山,0.0,0.0,0.0,0.0
2016-03-31,3506E,富山,0.0,0.0,0.0,0.0
2016-03-31,590E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,562E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,554E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,3510E,富山,0.0,0.0,0.0,0.0
2016-03-31,590E,富山,0.0,0.0,0.0,0.0
2016-03-31,8532E,富山,0.0,0.0,0.0,0.0
2016-03-31,8528E,富山,0.0,0.0,0.0,0.0
2016-03-31,3508E,富山,0.0,0.0,0.0,0.0
2016-03-31,564E,富山,0.0,0.0,0.0,0.0
2016-03-31,572E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,8530E,富山,0.0,0.0,0.0,0.0
2016-03-31,9536E,富山,0.0,0.0,0.0,0.0
2016-03-31,558E,富山,0.0,0.0,0.0,0.0
2016-03-31,576E,富山,0.0,0.0,0.0,0.0
2016-03-31,566E,富山,0.0,0.0,0.0,0.0
2016-03-31,554E,富山,0.0,0.0,0.0,0.0
2016-03-31,3512E,富山,0.0,0.0,0.0,0.0
2016-03-31,3514E,富山,0.0,0.0,0.0,0.0
2016-03-31,558E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,556E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,560E,富山,0.0,0.0,0.0,0.0
2016-03-31,552E,糸魚川,0.0,0.0,0.0,0.0
2016-03-31,3504E,富山,0.0,0.0,0.0,0.0
2016-03-31,572E,富山,0.0,0.0,0.0,0.0
2016-03-31,574E,富山,0.0,0.0,0.0,0.0
2016-03-31,562E,富山,0.0,0.0,0.0,0.0
2016-04-01,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,562E,富山,0.0,0.0,0.0,0.0
2016-04-01,570E,富山,0.0,0.0,0.0,0.0
2016-04-01,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,3502E,富山,0.0,0.0,0.0,0.0
2016-04-01,9536E,富山,0.0,0.0,0.0,0.0
2016-04-01,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,574E,富山,0.0,0.0,0.0,0.0
2016-04-01,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,554E,富山,0.0,0.0,0.0,0.0
2016-04-01,568E,富山,0.0,0.0,0.0,0.0
2016-04-01,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,3504E,富山,0.0,0.0,0.0,0.0
2016-04-01,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,556E,富山,0.0,0.0,0.0,0.0
2016-04-01,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,572E,富山,0.0,0.0,0.0,0.0
2016-04-01,566E,富山,0.0,0.0,0.0,0.0
2016-04-01,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,558E,富山,0.0,0.0,0.0,0.0
2016-04-01,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,564E,富山,0.0,0.0,0.0,0.0
2016-04-01,8528E,富山,0.0,0.0,0.0,0.0
2016-04-01,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,552E,富山,0.0,0.0,0.0,0.0
2016-04-01,8532E,富山,0.0,0.0,0.0,0.0
2016-04-01,3508E,富山,0.0,0.0,0.0,0.0
2016-04-01,578E,富山,0.0,0.0,0.0,0.0
2016-04-01,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,3506E,富山,0.0,0.0,0.0,0.0
2016-04-01,8530E,富山,0.0,0.0,0.0,0.0
2016-04-01,560E,富山,0.0,0.0,0.0,0.0
2016-04-01,3500E,富山,0.0,0.0,0.0,0.0
2016-04-01,576E,富山,0.0,0.0,0.0,0.0
2016-04-01,3514E,富山,0.0,0.0,0.0,0.0
2016-04-01,3510E,富山,0.0,0.0,0.0,0.0
2016-04-01,3518E,富山,0.0,0.0,0.0,0.0
2016-04-01,3516E,富山,0.0,0.0,0.0,0.0
2016-04-01,3512E,富山,0.0,0.0,0.0,0.0
2016-04-01,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-01,590E,富山,0.0,0.0,0.0,0.0
2016-04-02,590E,富山,0.0,0.0,0.0,0.0
2016-04-02,552E,富山,0.0,0.0,0.0,0.0
2016-04-02,3514E,富山,0.0,0.0,0.0,0.0
2016-04-02,3502E,富山,0.0,0.0,0.0,0.0
2016-04-02,562E,富山,0.0,0.0,0.0,0.0
2016-04-02,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,566E,富山,0.0,0.0,0.0,0.0
2016-04-02,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,560E,富山,0.0,0.0,0.0,0.0
2016-04-02,3518E,富山,0.0,0.0,0.0,0.0
2016-04-02,578E,富山,0.0,0.0,0.0,0.0
2016-04-02,576E,富山,0.0,0.0,0.0,0.0
2016-04-02,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,570E,富山,0.0,0.0,0.0,0.0
2016-04-02,9536E,富山,0.0,0.0,0.0,0.0
2016-04-02,574E,富山,0.0,0.0,0.0,0.0
2016-04-02,572E,富山,0.0,0.0,0.0,0.0
2016-04-02,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,3506E,富山,0.0,0.0,0.0,0.0
2016-04-02,3504E,富山,0.0,0.0,0.0,0.0
2016-04-02,554E,富山,0.0,0.0,0.0,0.0
2016-04-02,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,3512E,富山,0.0,0.0,0.0,0.0
2016-04-02,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,3508E,富山,0.0,0.0,0.0,0.0
2016-04-02,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,568E,富山,0.0,0.0,0.0,0.0
2016-04-02,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,3516E,富山,0.0,0.0,0.0,0.0
2016-04-02,564E,富山,0.0,0.0,0.0,0.0
2016-04-02,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,558E,富山,0.0,0.0,0.0,0.0
2016-04-02,8532E,富山,0.0,0.0,0.0,0.0
2016-04-02,3500E,富山,0.0,0.0,0.0,0.0
2016-04-02,8528E,富山,0.0,0.0,0.0,0.0
2016-04-02,556E,富山,0.0,0.0,0.0,0.0
2016-04-02,8530E,富山,0.0,0.0,0.0,0.0
2016-04-02,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-02,3510E,富山,0.0,0.0,0.0,0.0
2016-04-03,566E,富山,0.0,0.0,0.0,0.0
2016-04-03,562E,富山,0.0,0.0,0.0,0.0
2016-04-03,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,8530E,富山,0.0,0.0,0.0,0.0
2016-04-03,590E,富山,0.0,0.0,0.0,0.0
2016-04-03,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,552E,富山,0.0,0.0,0.0,0.0
2016-04-03,556E,富山,0.0,0.0,0.0,0.0
2016-04-03,3516E,富山,0.0,0.0,0.0,0.0
2016-04-03,554E,富山,0.0,0.0,0.0,0.0
2016-04-03,564E,富山,0.0,0.0,0.0,0.0
2016-04-03,3504E,富山,0.0,0.0,0.0,0.0
2016-04-03,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,3508E,富山,0.0,0.0,0.0,0.0
2016-04-03,578E,富山,0.0,0.0,0.0,0.0
2016-04-03,574E,富山,0.0,0.0,0.0,0.0
2016-04-03,3502E,富山,0.0,0.0,0.0,0.0
2016-04-03,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,576E,富山,0.0,0.0,0.0,0.0
2016-04-03,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,3500E,富山,0.0,0.0,0.0,0.0
2016-04-03,9536E,富山,0.0,0.0,0.0,0.0
2016-04-03,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,558E,富山,0.0,0.0,0.0,0.0
2016-04-03,572E,富山,0.0,0.0,0.0,0.0
2016-04-03,3510E,富山,0.0,0.0,0.0,0.0
2016-04-03,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,3514E,富山,0.0,0.0,0.0,0.0
2016-04-03,570E,富山,0.0,0.0,0.0,0.0
2016-04-03,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,3506E,富山,0.0,0.0,0.0,0.0
2016-04-03,3518E,富山,0.0,0.0,0.0,0.0
2016-04-03,8528E,富山,0.0,0.0,0.0,0.0
2016-04-03,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-03,560E,富山,0.0,0.0,0.0,0.0
2016-04-03,568E,富山,0.0,0.0,0.0,0.0
2016-04-03,8532E,富山,0.0,0.0,0.0,0.0
2016-04-03,3512E,富山,0.0,0.0,0.0,0.0
2016-04-03,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,3502E,富山,0.0,0.0,0.0,0.0
2016-04-04,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,570E,富山,0.0,0.0,0.0,0.0
2016-04-04,568E,富山,0.0,0.0,0.0,0.0
2016-04-04,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,560E,富山,0.0,0.0,0.0,0.0
2016-04-04,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,556E,富山,0.0,0.0,0.0,0.0
2016-04-04,552E,富山,0.0,0.0,0.0,0.0
2016-04-04,566E,富山,0.0,0.0,0.0,0.0
2016-04-04,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,558E,富山,0.0,0.0,0.0,0.0
2016-04-04,8532E,富山,0.0,0.0,0.0,0.0
2016-04-04,3510E,富山,0.0,0.0,0.0,0.0
2016-04-04,8530E,富山,0.0,0.0,0.0,0.0
2016-04-04,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,564E,富山,0.0,0.0,0.0,0.0
2016-04-04,9536E,富山,0.0,0.0,0.0,0.0
2016-04-04,8528E,富山,0.0,0.0,0.0,0.0
2016-04-04,3500E,富山,0.0,0.0,0.0,0.0
2016-04-04,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,3516E,富山,0.0,0.0,0.0,0.0
2016-04-04,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,3514E,富山,0.0,0.0,0.0,0.0
2016-04-04,3508E,富山,0.0,0.0,0.0,0.0
2016-04-04,3506E,富山,0.0,0.0,0.0,0.0
2016-04-04,554E,富山,0.0,0.0,0.0,0.0
2016-04-04,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,3504E,富山,0.0,0.0,0.0,0.0
2016-04-04,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,590E,富山,0.0,0.0,0.0,0.0
2016-04-04,572E,富山,0.0,0.0,0.0,0.0
2016-04-04,578E,富山,0.0,0.0,0.0,0.0
2016-04-04,574E,富山,0.0,0.0,0.0,0.0
2016-04-04,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-04,3512E,富山,0.0,0.0,0.0,0.0
2016-04-04,3518E,富山,0.0,0.0,0.0,0.0
2016-04-04,562E,富山,0.0,0.0,0.0,0.0
2016-04-04,576E,富山,0.0,0.0,0.0,0.0
2016-04-05,3506E,富山,0.0,0.0,0.0,0.0
2016-04-05,8530E,富山,0.0,0.0,0.0,0.0
2016-04-05,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,3502E,富山,0.0,0.0,0.0,0.0
2016-04-05,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,590E,富山,0.0,0.0,0.0,0.0
2016-04-05,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,3504E,富山,0.0,0.0,0.0,0.0
2016-04-05,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,9536E,富山,0.0,0.0,0.0,0.0
2016-04-05,8528E,富山,0.0,0.0,0.0,0.0
2016-04-05,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,3500E,富山,0.0,0.0,0.0,0.0
2016-04-05,576E,富山,0.0,0.0,0.0,0.0
2016-04-05,554E,富山,0.0,0.0,0.0,0.0
2016-04-05,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,3516E,富山,0.0,0.0,0.0,0.0
2016-04-05,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,3510E,富山,0.0,0.0,0.0,0.0
2016-04-05,562E,富山,0.0,0.0,0.0,0.0
2016-04-05,566E,富山,0.0,0.0,0.0,0.0
2016-04-05,3512E,富山,0.0,0.0,0.0,0.0
2016-04-05,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,560E,富山,0.0,0.0,0.0,0.0
2016-04-05,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,3508E,富山,0.0,0.0,0.0,0.0
2016-04-05,574E,富山,0.0,0.0,0.0,0.0
2016-04-05,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,570E,富山,0.0,0.0,0.0,0.0
2016-04-05,3518E,富山,0.0,0.0,0.0,0.0
2016-04-05,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-05,568E,富山,0.0,0.0,0.0,0.0
2016-04-05,552E,富山,0.0,0.0,0.0,0.0
2016-04-05,578E,富山,0.0,0.0,0.0,0.0
2016-04-05,8532E,富山,0.0,0.0,0.0,0.0
2016-04-05,3514E,富山,0.0,0.0,0.0,0.0
2016-04-05,564E,富山,0.0,0.0,0.0,0.0
2016-04-05,558E,富山,0.0,0.0,0.0,0.0
2016-04-05,572E,富山,0.0,0.0,0.0,0.0
2016-04-05,556E,富山,0.0,0.0,0.0,0.0
2016-04-06,8532E,富山,0.0,0.0,0.0,0.0
2016-04-06,3512E,富山,0.0,0.0,0.0,0.0
2016-04-06,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,3516E,富山,0.0,0.0,0.0,0.0
2016-04-06,590E,富山,0.0,0.0,0.0,0.0
2016-04-06,3502E,富山,0.0,0.0,0.0,0.0
2016-04-06,554E,富山,0.0,0.0,0.0,0.0
2016-04-06,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,566E,富山,0.0,0.0,0.0,0.0
2016-04-06,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,3508E,富山,0.0,0.0,0.0,0.0
2016-04-06,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,556E,富山,0.0,0.0,0.0,0.0
2016-04-06,552E,富山,0.0,0.0,0.0,0.0
2016-04-06,578E,富山,0.0,0.0,0.0,0.0
2016-04-06,572E,富山,0.0,0.0,0.0,0.0
2016-04-06,3518E,富山,0.0,0.0,0.0,0.0
2016-04-06,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,3510E,富山,0.0,0.0,0.0,0.0
2016-04-06,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,3504E,富山,0.0,0.0,0.0,0.0
2016-04-06,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,3500E,富山,0.0,0.0,0.0,0.0
2016-04-06,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,568E,富山,0.0,0.0,0.0,0.0
2016-04-06,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,8528E,富山,0.0,0.0,0.0,0.0
2016-04-06,560E,富山,0.0,0.0,0.0,0.0
2016-04-06,562E,富山,0.0,0.0,0.0,0.0
2016-04-06,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,558E,富山,0.0,0.0,0.0,0.0
2016-04-06,8530E,富山,0.0,0.0,0.0,0.0
2016-04-06,3514E,富山,0.0,0.0,0.0,0.0
2016-04-06,570E,富山,0.0,0.0,0.0,0.0
2016-04-06,574E,富山,0.0,0.0,0.0,0.0
2016-04-06,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,564E,富山,0.0,0.0,0.0,0.0
2016-04-06,576E,富山,0.0,0.0,0.0,0.0
2016-04-06,9536E,富山,0.0,0.0,0.0,0.0
2016-04-06,3506E,富山,0.0,0.0,0.0,0.0
2016-04-06,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-06,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,562E,富山,0.0,0.0,0.0,0.0
2016-04-07,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,3514E,富山,0.0,0.0,0.0,0.0
2016-04-07,9536E,富山,0.0,0.0,0.0,0.0
2016-04-07,8530E,富山,0.0,0.0,0.0,0.0
2016-04-07,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,3500E,富山,0.0,0.0,0.0,0.0
2016-04-07,8528E,富山,0.0,0.0,0.0,0.0
2016-04-07,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,590E,富山,0.0,0.0,0.0,0.0
2016-04-07,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,576E,富山,0.0,0.0,0.0,0.0
2016-04-07,3508E,富山,0.0,0.0,0.0,0.0
2016-04-07,3502E,富山,0.0,0.0,0.0,0.0
2016-04-07,574E,富山,0.0,0.0,0.0,0.0
2016-04-07,556E,富山,0.0,0.0,0.0,0.0
2016-04-07,578E,富山,0.0,0.0,0.0,0.0
2016-04-07,552E,富山,0.0,0.0,0.0,0.0
2016-04-07,572E,富山,0.0,0.0,0.0,0.0
2016-04-07,3504E,富山,0.0,0.0,0.0,0.0
2016-04-07,558E,富山,0.0,0.0,0.0,0.0
2016-04-07,3518E,富山,0.0,0.0,0.0,0.0
2016-04-07,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,3506E,富山,0.0,0.0,0.0,0.0
2016-04-07,3512E,富山,0.0,0.0,0.0,0.0
2016-04-07,554E,富山,0.0,0.0,0.0,0.0
2016-04-07,566E,富山,0.0,0.0,0.0,0.0
2016-04-07,8532E,富山,0.0,0.0,0.0,0.0
2016-04-07,560E,富山,0.0,0.0,0.0,0.0
2016-04-07,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,3516E,富山,0.0,0.0,0.0,0.0
2016-04-07,570E,富山,0.0,0.0,0.0,0.0
2016-04-07,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,3510E,富山,0.0,0.0,0.0,0.0
2016-04-07,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-07,568E,富山,0.0,0.0,0.0,0.0
2016-04-07,564E,富山,0.0,0.0,0.0,0.0
2016-04-08,3512E,富山,0.0,0.0,0.0,0.0
2016-04-08,590E,富山,0.0,0.0,0.0,0.0
2016-04-08,554E,富山,0.0,0.0,0.0,0.0
2016-04-08,570E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,562E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,3508E,富山,0.0,0.0,0.0,0.0
2016-04-08,558E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,576E,富山,0.0,0.0,0.0,0.0
2016-04-08,590E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,3518E,富山,0.0,0.0,0.0,0.0
2016-04-08,564E,富山,0.0,0.0,0.0,0.0
2016-04-08,568E,富山,0.0,0.0,0.0,0.0
2016-04-08,558E,富山,0.0,0.0,0.0,0.0
2016-04-08,3504E,富山,0.0,0.0,0.0,0.0
2016-04-08,568E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,552E,富山,0.0,0.0,0.0,0.0
2016-04-08,572E,富山,0.0,0.0,0.0,0.0
2016-04-08,578E,富山,0.0,0.0,0.0,0.0
2016-04-08,560E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,574E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,3502E,富山,0.0,0.0,0.0,0.0
2016-04-08,574E,富山,0.0,0.0,0.0,0.0
2016-04-08,556E,富山,0.0,0.0,0.0,0.0
2016-04-08,8532E,富山,0.0,0.0,0.0,0.0
2016-04-08,576E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,556E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,3506E,富山,0.0,0.0,0.0,0.0
2016-04-08,3500E,富山,0.0,0.0,0.0,0.0
2016-04-08,578E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,9536E,富山,0.0,0.0,0.0,0.0
2016-04-08,552E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,562E,富山,0.0,0.0,0.0,0.0
2016-04-08,572E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,8528E,富山,0.0,0.0,0.0,0.0
2016-04-08,566E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,566E,富山,0.0,0.0,0.0,0.0
2016-04-08,3514E,富山,0.0,0.0,0.0,0.0
2016-04-08,560E,富山,0.0,0.0,0.0,0.0
2016-04-08,8530E,富山,0.0,0.0,0.0,0.0
2016-04-08,3516E,富山,0.0,0.0,0.0,0.0
2016-04-08,3510E,富山,0.0,0.0,0.0,0.0
2016-04-08,564E,糸魚川,0.0,0.0,0.0,0.0
2016-04-08,570E,富山,0.0,0.0,0.0,0.0
2016-04-09,3502E,富山,0.0,0.0,0.0,0.0
2016-04-09,554E,糸魚川,0.0,0.0,0.0,0.0
2016-04-09,576E,富山,0.0,0.0,0.0,0.0
2016-04-09,574E,糸魚川,0.0,0.0,0.0,0.0
